Start work with app at 02/01/23 - 09:57:56
User make new choice at 02/01/23 - 09:58:09 - 2
User make new choice at 02/01/23 - 09:58:17 - 1
Start work with app at 02/01/23 - 09:59:10
User make new choice at 02/01/23 - 09:59:18 - 2
User make new choice at 02/01/23 - 09:59:27 - 1
Start work with app at 02/01/23 - 10:00:26
User make new choice at 02/01/23 - 10:00:32 - 1
User make new choice at 02/01/23 - 10:00:37 - 1
Start work with app at 02/01/23 - 10:03:28
User make new choice at 02/01/23 - 10:03:34 - 2
User make new choice at 02/01/23 - 10:03:45 - 1
Start work with app at 02/01/23 - 10:06:38
User make new choice at 02/01/23 - 10:06:44 - 2
Enter error at 02/01/23 - 10:07:32 - incorrect input 
User make new choice at 02/01/23 - 10:07:45 - 1
Start work with app at 02/01/23 - 10:08:16
User make new choice at 02/01/23 - 10:08:21 - 2
User make new choice at 02/01/23 - 10:08:25 - 1
Start work with app at 02/01/23 - 10:12:18
User make new choice at 02/01/23 - 10:12:23 - 2
User make new choice at 02/01/23 - 10:12:26 - 1
Start work with app at 02/01/23 - 10:22:53
User make new choice at 02/01/23 - 10:22:59 - 2
User make new choice at 02/01/23 - 10:23:01 - 1
Start work with app at 02/01/23 - 10:25:51
User make new choice at 02/01/23 - 10:25:53 - 2
User make new choice at 02/01/23 - 10:25:55 - 1
Start work with app at 02/01/23 - 10:27:55
User make new choice at 02/01/23 - 10:27:59 - 2
User make new choice at 02/01/23 - 10:28:01 - 1
Start work with app at 02/01/23 - 10:30:03
User make new choice at 02/01/23 - 10:30:06 - 2
User make new choice at 02/01/23 - 10:30:08 - 1
Start work with app at 02/01/23 - 10:36:14
User make new choice at 02/01/23 - 10:36:18 - 2
User make new choice at 02/01/23 - 10:36:19 - 1
Start work with app at 02/01/23 - 10:38:17
User make new choice at 02/01/23 - 10:38:20 - 2
User make new choice at 02/01/23 - 10:38:22 - 1
Start work with app at 02/01/23 - 10:42:49
User make new choice at 02/01/23 - 10:42:52 - 1
User make new choice at 02/01/23 - 10:42:54 - 1
Start work with app at 02/01/23 - 10:44:24
User make new choice at 02/01/23 - 10:44:29 - 2
User make new choice at 02/01/23 - 10:44:31 - 1
Start work with app at 02/01/23 - 10:45:18
User make new choice at 02/01/23 - 10:45:23 - 2
User make new choice at 02/01/23 - 10:45:24 - 1
Start work with app at 02/01/23 - 10:54:35
User make new choice at 02/01/23 - 10:54:38 - 1
User make new choice at 02/01/23 - 10:54:39 - 1
Start work with app at 02/01/23 - 11:00:23
User make new choice at 02/01/23 - 11:00:28 - 1
User make new choice at 02/01/23 - 11:00:30 - 1
Start work with app at 02/01/23 - 11:08:54
User make new choice at 02/01/23 - 11:08:59 - 1
User make new choice at 02/01/23 - 11:09:03 - 4
Start work with app at 02/01/23 - 11:18:07
User make new choice at 02/01/23 - 11:18:13 - 1
User make new choice at 02/01/23 - 11:18:17 - 1
Start work with app at 02/01/23 - 11:26:46
User make new choice at 02/01/23 - 11:26:51 - 1
User make new choice at 02/01/23 - 11:26:53 - 1
Start work with app at 02/01/23 - 11:27:31
User make new choice at 02/01/23 - 11:27:35 - 2
User make new choice at 02/01/23 - 11:27:37 - 1
Start work with app at 02/01/23 - 11:31:50
User make new choice at 02/01/23 - 11:31:53 - 2
User make new choice at 02/01/23 - 11:31:56 - 3
Enter error at 02/01/23 - 11:31:59 - File not found 
Enter error at 02/01/23 - 11:33:56 - incorrect input 
User make new choice at 02/01/23 - 11:34:03 - 1
Start work with app at 02/01/23 - 11:34:07
User make new choice at 02/01/23 - 11:34:10 - 1
User make new choice at 02/01/23 - 11:34:12 - 1
Start work with app at 02/01/23 - 11:34:15
User make new choice at 02/01/23 - 11:34:16 - 1
User make new choice at 02/01/23 - 11:34:18 - 2
User make new choice at 02/01/23 - 11:34:23 - 2
Start work with app at 02/01/23 - 11:41:45
User make new choice at 02/01/23 - 11:41:52 - 2
User make new choice at 02/01/23 - 11:41:56 - 4
Start work with app at 02/01/23 - 11:46:33
User make new choice at 02/01/23 - 11:46:39 - 1
User make new choice at 02/01/23 - 11:46:42 - 3
Enter error at 02/01/23 - 11:46:50 - File not found 
Enter error at 02/01/23 - 11:46:50 - Incorrect input 
User make new choice at 02/01/23 - 11:46:55 - 2
User make new choice at 02/01/23 - 11:46:59 - 1
Start work with app at 02/01/23 - 11:48:37
User make new choice at 02/01/23 - 11:48:42 - 2
User make new choice at 02/01/23 - 11:48:46 - 1
Start work with app at 02/01/23 - 11:54:47
User make new choice at 02/01/23 - 11:54:52 - 2
User make new choice at 02/01/23 - 11:54:54 - 1
Start work with app at 02/01/23 - 12:18:00
User make new choice at 02/01/23 - 12:18:05 - 2
User make new choice at 02/01/23 - 12:18:09 - 1
Start work with app at 02/01/23 - 12:23:55
User make new choice at 02/01/23 - 12:24:00 - 1
User make new choice at 02/01/23 - 12:24:14 - 1
Start work with app at 02/01/23 - 12:49:45
User make new choice at 02/01/23 - 12:49:50 - 1
User make new choice at 02/01/23 - 12:49:53 - 1
Start work with app at 02/01/23 - 12:52:04
User make new choice at 02/01/23 - 12:52:09 - 2
User make new choice at 02/01/23 - 12:52:11 - 1
Start work with app at 02/01/23 - 12:52:43
User make new choice at 02/01/23 - 12:52:46 - 2
User make new choice at 02/01/23 - 12:52:48 - 1
Start work with app at 02/01/23 - 13:09:02
User make new choice at 02/01/23 - 13:09:06 - 1
User make new choice at 02/01/23 - 13:09:08 - 1
